Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Hướng nhà,Hướng ban công,Pháp lý,Nội thất,Số tầng,Mặt tiền,Đường vào
https://batdongsan.com.vn/ban-nha-rieng-duong-ly-son-phuong-thuong-thanh-1/ban-50m2-5-5-ty-tai-him-lam-long-bien-ha-noi-pr43065610,"Đường Lý Sơn, Phường Thượng Thanh, Long Biên, Hà Nội","5,5 tỷ",50 m²,1 phòng,1 phòng,Tây,,Sổ đỏ/ Sổ hồng.,Không nội thất.,1 tầng,4 m,3 m
https://batdongsan.com.vn/ban-nha-rieng-pho-xa-dan-phuong-kim-lien/ban-nhanh-toa-chdv-dt-110tr-th-18-ng-20m-ra-ba-gac-do-gan-o-to-2-thoang-75m-pr42879182,"Phố Xã Đàn, Phường Kim Liên, Đống Đa, Hà Nội",15 tỷ,75 m²,18 phòng,18 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,7 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huy-tuong-phuong-thanh-xuan-trung-prj-pvv-vinapharm-60b-nguyen-huy-tuong/-rong-rai-thiet-ke-p-ly-tai-gia-chi-6-8-ty-lh-pr43110599,"PVV-Vinapharm 60B Nguyễn Huy Tưởng, 60B, Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội","6,8 tỷ",97 m²,3 phòng,2 phòng,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-dat-duong-phu-do-phuong-phu-do/ban-gap-lo-120m2-ngay-sau-benh-vien-hong-ngoc-so-vuong-a4-gia-chi-38-ty-pr42756373,"Đường Phú Đô, Phường Phú Đô, Nam Từ Liêm, Hà Nội",38 tỷ,120 m²,,,Đông - Nam,,Sổ đỏ/ Sổ hồng,,,"11,16 m",
https://batdongsan.com.vn/ban-nha-rieng-duong-be-van-dan-phuong-quang-trung-17/ban-pho-ha-dong-moi-5-tang-mat-tien-rong-5m-full-noi-that-chi-8-5-ty-pr43110592,"Đường Bế Văn Đàn, Phường Quang Trung, Hà Đông, Hà Nội","8,5 tỷ",35 m²,4 phòng,4 phòng,Đông - Bắc,Đông - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,5 m,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dang-xuan-bang-phuong-dai-kim-prj-khu-do-thi-moi-linh-dam/ban-dep-tai-kdt-26-5-ty-71m2-6pn-3wc-pr42798611,"Dự án KĐT Linh Đàm, Đường Đặng Xuân Bảng, Phường Đại Kim, Hoàng Mai, Hà Nội","21,5 tỷ",71 m²,6 phòng,3 phòng,Tây,,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,5 m,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ha-dinh-phuong-thanh-xuan-trung-prj-khu-do-thi-54-ha-dinh/chinh-chu-gia-ban-80m2-2n-noi-tt-du-gia-4-8-ty-tai-54-tnh-xuan-pr42783531,"Khu đô thị 54 Hạ Đình, Hạ Đình, Thanh Xuân Trung, Thanh Xuân, Hà Nội","4,8 tỷ",80 m²,2 phòng,2 phòng,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-duc-giang-phuong-duc-giang-2-prj-binh-minh-garden/can-lien-ke-2mat-tien-truoc-sau-kinh-doanh-tot-so-do-lau-dai-tai-giang-pr43110226,"Dự án Bình Minh Garden, 93 Đường Đức Giang, Phường Đức Giang, Long Biên, Hà Nội",26 tỷ,95 m²,,,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Không nội thất.,5 tầng,5 m,"17,5 m"
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-dt-429-xa-tan-uoc/ban-100m2-mat-tinh-lo-429-thanh-oai-lo-shophouse-2-mat-tr-sau-pr41282810,"Đường ĐT 429, Xã Tân Ước, Thanh Oai, Hà Nội","25,5 triệu/m²",100 m²,,,Đông - Nam,,Hợp đồng mua bán,,,6 m,26 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-hoang-quoc-viet-phuong-co-nhue-1-prj-khu-do-thi-moi-co-nhue/vo-cng-em-muon-ban-3pn-100m2-nam-ong-oi-ngo-234-ang-viet-pr43012180,"KĐT Cổ Nhuế, ngõ 234, Đường Hoàng Quốc Việt, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",6 tỷ,"96,3 m²",3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ho-tung-mau-phuong-phu-dien-prj-goldmark-city/chinh-chu-ban-khu-do-thi-tnr-2pn-78m2-toa-sapphire-3-pr43110048,"Goldmark City, Hồ Tùng Mậu, Phú Diễn, Bắc Từ Liêm, Hà Nội","5,6 tỷ",78 m²,2 phòng,2 phòng,,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-lien-xa-xa-hung-dao_1/-moi-100-o-to-vao-50m2-3-tang-o-to-tranh-u-kinh-doanh-le-dai-thanh-quoc-oai-3-65-ti-pr40869705,"Đường Liên Xã, Xã Đại Thành, Quốc Oai, Hà Nội","2,75 tỷ",50 m²,3 phòng,3 phòng,Đông - Nam,Đông - Bắc,Sổ đỏ/ Sổ hồng,"Đầy đủ Nội thất được trang bị cơ bản như tủ bếp, tay vịn cầu thang gỗ lim nam phi, thiết bị điện, thiết bị vệ sinh.",3 tầng,"3,8 m",3 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-canh-di-phuong-dai-kim-prj-khu-do-thi-dai-kim/can-ban-gap-kdt-dt-54m2-4t-gia-9-8-ty-pr38224865,"Dự án KĐT Đại Kim, Đường Nguyễn Cảnh Dị, Phường Đại Kim, Hoàng Mai, Hà Nội","15,7 tỷ",54 m²,4 phòng,3 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,4 tầng,"4,2 m",
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-21b-thi-tran-kim-bai-prj-cum-cong-nghiep-kim-bai/ban-suat-ngoai-giao-telin-park-suat-ngoai-giao-gia-chu-dau-tu-pr40996239,"Cụm công nghiệp Kim Bài, Đường 21B, Thị trấn Kim Bài, Thanh Oai, Hà Nội",23 triệu/m²,150 m²,,,Đông - Nam,,Hợp đồng mua bán,,3 tầng,6 m,31 m
https://batdongsan.com.vn/ban-dat-xa-phu-cat-1/ban-lo-dau-gia-tai-thon-7-quoc-oai-ha-noi-dien-tich-233m2-pr43110217,"Thôn 7, Xã Phú Cát, Quốc Oai, Hà Nội",Thỏa thuận,233 m²,,,,,Sổ đỏ/ Sổ hồng.,,,15 m,
https://batdongsan.com.vn/ban-nha-rieng-duong-19-5-1-phuong-van-quan/-dep-32m2-5-tang-duong19-5-ha-dong-o-ngay-gia-cuc-tot-chi-5-3-ty-pr42643004,"Đường 19/5, Phường Văn Quán, Hà Đông, Hà Nội","5,2 tỷ",33 m²,5 phòng,4 phòng,,,,Đầy đủ,5 tầng,"3,5 m","2,5 m"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-trung-van-phuong-trung-van-prj-ct2-trung-van-vinaconex-3/chinh-chu-ban-gap-80m2-toa-17t1-gia-5ty-day-du-do-san-so-giao-dich-pr43110825,"Dự án CT2 Trung Văn - Vinaconex 3, đường Trung Văn, Phường Trung Văn, Nam Từ Liêm, Hà Nội",63 triệu/m²,79 m²,2 phòng,1 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-kim-giang-phuong-ha-dinh/ban-gap-thanh-xuan-30m-ra-mat-pho-10m-oto-tranh-5tang-gia-8-ty-pr43110816,"Đường Kim Giang, Phường Hạ Đình, Thanh Xuân, Hà Nội",8 tỷ,38 m²,4 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,4 tầng,"3,5 m","4,5 m"
https://batdongsan.com.vn/ban-dat-duong-lac-long-quan-phuong-xuan-la/manh-mat-pho-xay-toa-van-phong-10-tang-160m2-mat-tien-7-1m-kinh-doanh-88-ty-pr43110564,"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",88 tỷ,160 m²,,,,,,,,"7,1 m",15 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-luong-phuong-nhan-chinh-prj-handi-resco-le-van-luong/ban-goc-2-ngu-handiresco-31-so-do-ban-cong-dn-gia-5-8-ty-co-thuong-pr42835606,"Handi Resco Lê Văn Lương, Lê Văn Lương, Nhân Chính, Thanh Xuân, Hà Nội","5,8 tỷ",65 m²,2 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-thi-thap-phuong-trung-hoa-4-prj-khu-do-thi-trung-hoa-nhan-chinh/ban-kdt-vi-tri-vang-cau-giay-dt-220m-mt15m-pr43110814,"Dự án Trung Hòa Nhân Chính, Đường Nguyễn Thị Thập, Phường Trung Hòa, Cầu Giấy, Hà Nội",Thỏa thuận,220 m²,4 phòng,4 phòng,,Tây - Bắc,Sổ đỏ/ Sổ hồng,Cơ bản,4 tầng,15 m,20 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-viet-hung-2-prj-vinhomes-symphony-riverside/ban-71m2-tai-vinmes-sympny-gia-ta-thuan-pr42915102,"Vinhomes Symphony Riverside, Việt Hưng, Long Biên, Hà Nội",Thỏa thuận,71 m²,2 phòng,2 phòng,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-phu-son_1-prj-phu-thi-riverside/-vip-mat-song-120m-dang-cap-doanh-nhan-tai-gia-chi-17-5-ty-pr42556656,"Dự án Phú Thị Riverside, Xã Phú Sơn, Gia Lâm, Hà Nội","19,5 tỷ",120 m²,,,,,,,,10 m,
https://batdongsan.com.vn/ban-nha-rieng-pho-do-nhuan-phuong-xuan-dinh/ban-dep-xay-moi-bac-tu-liem-36m2x6t-thang-may-gan-dsq-han-quoc-pr42907552,"Phố Đỗ Nhuận, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội","7,8 tỷ",36 m²,4 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,6 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-pho-xa-dan-phuong-nam-dong/ban-toa-chdv-18-ng-khep-kin-dt-95tr-th-2-thoang-truoc-sau-gan-o-to-15m-ra-70m-pr42882260,"Phố Xã Đàn, Phường Nam Đồng, Đống Đa, Hà Nội",15 tỷ,70 m²,18 phòng,18 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,7 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-pho-trung-liet-phuong-trung-liet/toa-chdv-dt-1-2-ty-nam-18p-kk-30m-ra-o-to-xay-moi-pccc-du-70m-pr43075815,"Phố Trung Liệt, Phường Trung Liệt, Đống Đa, Hà Nội","16,7 tỷ",70 m²,18 phòng,18 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,7 tầng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/chinh-chu-can-ban-can-view-chinh-dien-ho-dieu-hoa-24ha-can-hoa-hau-tai-vin-1-pr42805861,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",130 tỷ,306 m²,,,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,,4 tầng,18 m,20 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-xuan-dinh-prj-n01-t1-ngoai-giao-doan/ban-5-goc-n01t1-lac-ng-lotus-2-mat-view-dieu-a-song-ng-huong-bac-mat-lanh-quanh-nam-pr43011319,"Dự án N01-T1 Ngoại Giao Đoàn, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",Thỏa thuận,132 m²,4 phòng,3 phòng,Bắc,,Sổ đỏ/ Sổ hồng,Cơ bản,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-quang-trung-17/giam-chao-1-ty-chu-can-ban-gap-ngay-metro-ha-dong-kinh-doanh-vi-tri-hiem-ban-dt-65m-6-tang-pr43093187,"Phường Quang Trung, Hà Đông, Hà Nội",Thỏa thuận,65 m²,4 phòng,4 phòng,Đông - Bắc,,Sổ đỏ/ Sổ hồng,,6 tầng,5 m,12 m
https://batdongsan.com.vn/ban-nha-rieng-phuong-yen-nghia-1/ban-4t-40m-4-8-ty-trong-de-ha-dong-sat-pho-ngo-nong-pr42866485,"Phường Yên Nghĩa, Hà Đông, Hà Nội","48,5 tỷ",38 m²,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-khuong-trung-prj-fafilm-vnt-tower/ban-3-ngu-19-san-so-do-co-slot-o-to-7-7-ty-co-thuong-luong-pr42969576,"Fafilm - VNT Tower, số 19, Đường Nguyễn Trãi, Phường Khương Trung, Thanh Xuân, Hà Nội","7,7 tỷ",109 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-tran-khat-chan-phuong-dong-nhan/ban-o-to-do-cua-33m2-5-tang-chi-4-9-ty-pr40538225,"Đường Trần Khát Chân, Phường Đống Mác, Hai Bà Trưng, Hà Nội","8,68 tỷ",40 m²,4 phòng,5 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,6 tầng,,3 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-thi-tran-trau-quy-prj-eurowindow-twin-parks/192-5m2-kinh-doanh-duong-17-5m-da-huong-eurowindows-twinpark-gia-lam-gia-35-ty-lh-pr40824175,"Dự án Eurowindow Twin Parks, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",34 tỷ,"192,5 m²",,,Tây - Nam,Tây - Nam,,,,11 m,"17,5 m"
https://batdongsan.com.vn/ban-nha-rieng-duong-ton-that-tung-phuong-khuong-thuong/ban-cach-dai-hoc-y-100m-lo-goc-31-5m-7-25-ty-pr43093611,"Đường Tôn Thất Tùng, Phường Khương Thượng, Đống Đa, Hà Nội","7,25 tỷ","31,5 m²",3 phòng,3 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,4 tầng,5 m,
https://batdongsan.com.vn/ban-nha-rieng-pho-xa-dan-phuong-kim-lien/toa-chdv-2-thoang-vinh-vien-20m-ra-o-to-y-moi-18p-dt-1-1-ty-nam-full-pccc-75m-pr43103860,"Phố Xã Đàn, Phường Kim Liên, Đống Đa, Hà Nội","14,8 tỷ",75 m²,18 phòng,18 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,7 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-pho-lo-duc-phuong-dong-nhan/-mat-ngo-thang-tap-30m-ra-6-tang-full-noi-that-chi-5-ty-7-pr41031161,"Phố Lò Đúc, Phường Đống Mác, Hai Bà Trưng, Hà Nội","8,6 tỷ",40 m²,4 phòng,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,6 tầng,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-van-troi-phuong-mo-lao/-ha-dong-70m2-o-to-tranh-15-ty-kinh-doanh-dinh-pr42751371,"Đường Nguyễn Văn Trỗi, Phường Mỗ Lao, Hà Đông, Hà Nội",15 tỷ,70 m²,5 phòng,3 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,5 m,8 m
https://batdongsan.com.vn/ban-dat-xa-dan-hoa-1/ban-lo-66-6m-tai-phu-tho-o-to-dau-tan-cua-cach-nga-tu-vac-chua-day-1km-pr42873307,"Xã Dân Hòa, Thanh Oai, Hà Nội","3,25 tỷ","66,6 m²",,,Tây - Nam,,Sổ đỏ/ Sổ hồng,,,"4,5 m",8 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-mo-lao-prj-khu-nha-o-bac-ha/ban-2pn-fodacon-tran-phu-gia-3-4ty-pr42613653,"Dự án Bắc Hà Fodacon, Đường Nguyễn Trãi, Phường Mỗ Lao, Hà Đông, Hà Nội","4,5 tỷ",85 m²,2 phòng,2 phòng,Đông - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-dat-xa-huu-van/ban-dep-tai-chuong-my-ha-noi-3-3-ty-115m2-pr42669938,"Xã Hữu Văn, Chương Mỹ, Hà Nội","3,3 tỷ",115 m²,,,Bắc,,Sổ đỏ/ Sổ hồng,,,5 m,10 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-khuong-trung-prj-fafilm-vnt-tower/ban-3-ngu-nga-tu-so-106m-3-ngu-san-noi-that-co-so-do-co-slot-o-to-pr42907533,"Fafilm - VNT Tower, 19, Đường Nguyễn Trãi, Phường Khương Trung, Thanh Xuân, Hà Nội",71 triệu/m²,106 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-trieu-khuc-xa-tan-trieu/ban-toa-ccmn-126m-9-tang-tong-46-phong-khep-kin-lien-he-pr43110500,"Ngõ 68, Đường Triều Khúc, Xã Tân Triều, Thanh Trì, Hà Nội","28,5 tỷ",126 m²,46 phòng,46 phòng,,,Sổ đỏ/ Sổ hồng,,9 tầng,7 m,"2,5 m"
https://batdongsan.com.vn/ban-nha-rieng-xa-hung-dao_1/can-ban-gap-do-chang-dai-thanh-quoc-oai-ha-noi-pr41074403,"Độ Chàng, Xã Hưng Đạo, Quốc Oai, Hà Nội","4,5 tỷ",84 m²,3 phòng,3 phòng,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,Cơ bản.,3 tầng,,4 m
https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-dieu-phuong-quang-an-2/ban-phong-thai-chau-au-78m2-x-4t-x-mt-4m-ngo-thong-gan-ho-tay-3-ngu-o-suong-pr42998728,"Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội","26,8 tỷ",78 m²,4 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,4 tầng,4 m,
https://batdongsan.com.vn/ban-nha-rieng-duong-thach-ban-phuong-thach-ban-1/can-long-bien-ha-noi-pr42642781,"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội","14,6 tỷ",56 m²,4 phòng,3 phòng,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,6 tầng,"3,9 m",6 m
https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-loi-1-phuong-quang-trung-17/ban-gap-ha-dong-4-tang-mt-8m-chi-10-5-ty-pr42591970,"Đường Lê Lợi, Phường Quang Trung, Hà Đông, Hà Nội","10,5 tỷ",30 m²,4 phòng,3 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,4 tầng,"8,5 m",8 m
https://batdongsan.com.vn/ban-nha-rieng-xa-phung-chau/ban-biet-thu-4pn-3wc-38m2-tai-chuong-my-ha-noi-gia-cuc-chat-3-6-ty-pr42607956,"Xã Phụng Châu, Chương Mỹ, Hà Nội","3,6 tỷ",38 m²,4 phòng,3 phòng,Tây - Nam,Tây - Nam,Sổ đỏ/ Sổ hồng,Cơ bản,4 tầng,"3,2 m",5 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-tuan-phuong-thanh-xuan-trung-prj-viha-complex/-3x-ty-gia-tot-nhat-shophouse-87m2co-ham-6-tang-mat-pho-view-toa-107-pr42166900,"Viha Complex, 107, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",Thỏa thuận,87 m²,5 phòng,5 phòng,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,Cơ bản,6 tầng,"5,8 m",19 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-trung-van-prj-hh2-bac-ha/ban-200m2-4pn-a-gia-5-5ty-pr39148486,"Dự án HH2 Bắc Hà, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội","7,2 tỷ",133 m²,3 phòng,2 phòng,Đông - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-dat-phuong-thach-ban-1/can-long-bien-ha-noi-pr42845830,"Phường Thạch Bàn, Long Biên, Hà Nội","16,5 tỷ",102 m²,,,Tây,,Sổ đỏ/ Sổ hồng,,,"5,4 m",7 m
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-giap-phuong-cau-dien/-dat-no-hau-gan-svd-my-dinh-san-rong-phoi-do-de-xe-thoai-mai-an-ninh-tot-pr43109803,"Đường Nguyễn Văn Giáp, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội","1,25 tỷ",40 m²,2 phòng,1 phòng,Nam,,Đang chờ sổ,,1 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-pho-thai-ha-phuong-trung-liet/ban-pn-lo-ban-co-oto-do-cua-thong-so-vang-pr43110492,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội","14,5 tỷ",45 m²,4 phòng,3 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,4 tầng,4 m,"3,5 m"
https://batdongsan.com.vn/ban-dat-xa-dong-yen-2/ban-tho-cu-tai-quoc-oai-ha-noi-dien-tich-110-4m2-pr43110699,"Xã Đông Yên, Quốc Oai, Hà Nội",17 triệu/m²,"110,4 m²",,,,,Sổ đỏ/ Sổ hồng.,,,"8,88 m",3 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-duy-trinh-phuong-hoang-liet-prj-khu-do-thi-moi-linh-dam/-bac-mat-tien-rong-vi-tri-dep-236m2-chi-31-5-ty-lhcc-pr38225150,"Dự án KĐT Linh Đàm, Đường Nguyễn Duy Trinh, Phường Hoàng Liệt, Hoàng Mai, Hà Nội","46,5 tỷ",250 m²,,,,,Sổ đỏ/ Sổ hồng.,Đầy đủ.,3 tầng,"12,5 m",
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quang-trung-phuong-quang-trung-17-prj-toa-thap-thien-nien-ky-hatay-millennium/-gia-that-toi-ban-63m-tai-1n1w-ban-cong-dn-a-gia-ban-3-6-ty-pr41079034,"Dự án Tòa Tháp Thiên Niên Kỷ, Đường Quang Trung, Phường Yết Kiêu, Hà Đông, Hà Nội","4,3 tỷ",63 m²,2 phòng,1 phòng,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-xuan-la/ban-khu-lien-ke-vip-trung-tam-tay-ho-81m2-x-6t-x-mt-8-5-noi-that-p-khau-gara-oto-pr42998709,"Phường Xuân La, Tây Hồ, Hà Nội","34,9 tỷ",81 m²,6 phòng,6 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất nhập khẩu.,6 tầng,"8,5 m",
https://batdongsan.com.vn/ban-dat-duong-419-xa-quang-bi/ban-dep-xuat-sac-tai-419-chuong-my-ha-noi-36-trieu-425-m2-pr42419649,"Đường 419, Xã Quảng Bị, Chương Mỹ, Hà Nội",36 triệu/m²,425 m²,,,Đông - Nam,,Sổ đỏ/ Sổ hồng,,,8 m,12 m
https://batdongsan.com.vn/ban-dat-xa-thuy-xuan-tien/ban-gap-nen-296m2-tai-chuong-my-ha-noi-2-8-ty-pr42843247,"Xã Thuỷ Xuân Tiên, Chương Mỹ, Hà Nội","2,65 tỷ",296 m²,,,Đông,,Sổ đỏ/ Sổ hồng,,,,3 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-duy-hung-phuong-trung-hoa-4-prj-vinhomes-d-capitale/quy-36-mua-ban-2-3-ngu-gia-tot-nhat-dcapitale-thang-4-2024-lh-pr39454595,"Dự án Vinhomes D'Capitale, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội","8,5 tỷ",89 m²,3 phòng,2 phòng,,Tây - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-phung-chau/ban-43-4m2-gia-re-nhat-thi-truong-pr40724379,"Phượng Đồng, Xã Phụng Châu, Chương Mỹ, Hà Nội","3,5 tỷ","43,4 m²",3 phòng,3 phòng,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,,3 tầng,380 m,25 m
https://batdongsan.com.vn/ban-dat-duong-bat-khoi-phuong-cu-khoi/can-ban-long-bien-ha-noi-pr42645628,"Đường Bát Khối, Phường Cự Khối, Long Biên, Hà Nội","15,3 tỷ",93 m²,,,Tây,,Sổ đỏ/ Sổ hồng,,,6 m,7 m
https://batdongsan.com.vn/ban-nha-mat-pho-duong-quang-trung-phuong-quang-trung-17/-70m2-3-lan-o-to-kinh-doanh-13-ty-pr42847494,"Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",13 tỷ,70 m²,5 phòng,5 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,"5,2 m",8 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-luong-phuong-nhan-chinh-prj-the-golden-palm-le-van-luong/-chu-ban-4-ngu-thanh-xuan-dt-125m2-gia-7-8-ty-pr39855379,"Dự án The Golden Palm Lê Văn Lương, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",9 tỷ,125 m²,4 phòng,2 phòng,Tây - Nam,Đông - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-do-duc-duc-phuong-me-tri/-dep-pho-40mx5t-2-thoang-ngo-rong-thoang-dep-o-ngay-chu-la-can-bo-thuc-pr41613155,"Đường Đỗ Đức Dục, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.","7,3 tỷ",40 m²,4 phòng,5 phòng,,,- Sổ vuông đẹp nét căng. Cất trong két.,Đầy đủ - Chủ tặng full nội thất đẹp đẳng cấp triệu đô.,5 tầng,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-bat-khoi-phuong-thach-ban-1/-long-bien-7-tang-thang-may-kinh-doanh-dinh-cao-pr43110756,"Đường Bát Khối, Phường Thạch Bàn, Long Biên, Hà Nội","10,5 tỷ",35 m²,,,,,Sổ đỏ/ Sổ hồng.,"Nội thất phong cách châu Âu, sang trọng, đầy đủ tiện nghi.",7 tầng,"4,2 m",3 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-quang-dao-phuong-me-tri-prj-the-matrix-one/giam-300tr-ban-gap-88m2-2pn-cc-max-ban-cong-dn-view-cv-nhinh-8-ty-pr43109799,"Dự án The Matrix One, Đường Lê Quang Đạo, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",Thỏa thuận,88 m²,2 phòng,2 phòng,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
